GEOID,keep
36007013000,1
36007013100,1
36007013201,1
36007013202,1
36007013304,1
36007013900,1
36007014100,1
36007014200,1
36007014301,1
36011040900,1
36011041001,1
36013035500,1
36013035600,1
36013035700,1
36013036000,1
36013990000,1
36029005600,1
36029005801,1
36029005802,1
36029005900,1
36029007304,1
36029007306,1
36029008202,1
36029008300,1
36029008400,1
36029008800,1
36063024101,1
36063024102,1
36063024201,1
36063024202,1
36063990000,1
36067000100,1
36067002000,1
36067011500,1
36067011800,1
36067011900,1
36067012100,1
36067012700,1
36067012800,1
36067012900,1
36067013400,1
36067013701,1
36073040200,1
36073401200,1
36073990000,1
36099951000,1
36109001500,1
36109001600,1
36109002100,1
36109002200,1
36109002300,1
37017950200,1
37017950301,1
37017950401,1
37017950402,1
37019020101,1
37019020108,1
37019020205,1
37021002203,1
37021002204,1
37021002205,1
37021002303,1
37037020104,1
37037020600,1
37037020702,1
37037020703,1
37037020704,1
37037020803,1
37045951501,1
37045951502,1
37045951503,1
37045951601,1
37057061704,1
37057061807,1
37057062001,1
37065020400,1
37065020600,1
37065020700,1
37065021100,1
37065021300,1
37071030103,1
37071030104,1
37071030106,1
37071032405,1
37071032406,1
37071032510,1
37077970101,1
37083930100,1
37083930200,1
37083930400,1
37083930600,1
37083931000,1
37085071002,1
37089930600,1
37089930701,1
37105030702,1
37105030703,1
37105030704,1
37109071102,1
37119005908,1
37119005919,1
37119005920,1
37119005922,1
37119006014,1
37119006103,1
37119006222,1
37127010400,1
37127010603,1
37127010604,1
37127010700,1
37129010900,1
37129011300,1
37129011400,1
37129011503,1
37129011504,1
37131920301,1
37131920401,1
37141920502,1
37141920602,1
37155960802,1
37155961000,1
37155961100,1
37155961200,1
37155961302,1
37155961500,1
37157040101,1
37157040200,1
37157040300,1
37157040400,1
37157041100,1
37159050800,1
37159050901,1
37159050903,1
37159050904,1
37161961102,1
37161961103,1
37181960100,1
37181960200,1
37183053209,1
37183053410,1
37183053411,1
37183053426,1
37183053427,1
37183053428,1
37185950101,1
37185950201,1
37185950202,1
37191000601,1
37191000901,1
37191000902,1
37191001000,1
37191001103,1
37191001500,1
37191002000,1
38015011103,1
38015011105,1
38019951100,1
38025962200,1
38053962500,1
38055940100,1
38055960800,1
38055961001,1
38057961600,1
38057961700,1
38057961800,1
38059020100,1
38059020200,1
38059020301,1
38059020303,1
38059020400,1
38059020500,1
38065961200,1
38067950100,1
38067950200,1
38067950600,1
38089963300,1
39001770302,1
39001770400,1
39001770500,1
39001770600,1
39007000200,1
39007000300,1
39007000400,1
39007000500,1
39007000704,1
39007001201,1
39007990000,1
39009972600,1
39009972700,1
39009973400,1
39009973500,1
39009973600,1
39009973700,1
39013010100,1
39013010300,1
39013010600,1
39013010700,1
39013010802,1
39013010901,1
39013010902,1
39013011000,1
39013011200,1
39013011300,1
39013011400,1
39013012201,1
39013012202,1
39013012300,1
39013012400,1
39015951600,1
39017001001,1
39017001002,1
39017001100,1
39017010301,1
39017010302,1
39017010500,1
39017010600,1
39017011005,1
39017011006,1
39017012100,1
39017012200,1
39017012300,1
39017012400,1
39017012700,1
39017013000,1
39017014300,1
39017014400,1
39017014600,1
39017014700,1
39017015000,1
39017015100,1
39019720100,1
39019720200,1
39019720300,1
39019720400,1
39019720500,1
39019720600,1
39019720700,1
39025041201,1
39025041503,1
39025041504,1
39025041505,1
39025041506,1
39025041600,1
39025041702,1
39025041900,1
39025042001,1
39025042002,1
39029950100,1
39029950200,1
39029950300,1
39029950400,1
39029950900,1
39029951000,1
39029951100,1
39029951200,1
39029951300,1
39029951401,1
39029951402,1
39029951500,1
39029951600,1
39029951700,1
39029951800,1
39029951900,1
39029952000,1
39029952400,1
39031960900,1
39031961000,1
39031961100,1
39031961200,1
39031961300,1
39031961400,1
39031961500,1
39031961600,1
39031961700,1
39031961800,1
39035108201,1
39035108301,1
39035111202,1
39035111401,1
39035111700,1
39035112100,1
39035192800,1
39035198900,1
39035199000,1
39035990000,1
39049009590,1
39049009753,1
39049010300,1
39053953500,1
39053953600,1
39053953700,1
39053953901,1
39053954100,1
39059977100,1
39059977200,1
39059977300,1
39059977600,1
39059977700,1
39059977800,1
39059977900,1
39059978000,1
39061020401,1
39061020403,1
39061020404,1
39061020501,1
39061020603,1
39061021101,1
39061021102,1
39061026002,1
39061026200,1
39061027500,1
39067975600,1
39067975700,1
39067975800,1
39067975900,1
39067976000,1
39073965500,1
39075976301,1
39075976302,1
39075976403,1
39075976600,1
39075976700,1
39075976801,1
39075976802,1
39079957700,1
39079957800,1
39081000200,1
39081001200,1
39081001300,1
39081001400,1
39081011000,1
39081011100,1
39081011401,1
39081011402,1
39081011500,1
39081011700,1
39081011800,1
39081011900,1
39081012000,1
39081012100,1
39081012200,1
39081012300,1
39081012400,1
39085201500,1
39085201600,1
39085201900,1
39085202000,1
39085202100,1
39085206600,1
39085990000,1
39087050400,1
39087050501,1
39087050502,1
39087050600,1
39087050700,1
39087050800,1
39093010200,1
39093010300,1
39093010400,1
39093013101,1
39093013202,1
39093021100,1
39093028100,1
39093097401,1
39093990200,1
39095001201,1
39095004600,1
39095005501,1
39095005502,1
39095005601,1
39095005602,1
39095009800,1
39095009901,1
39095009902,1
39095010001,1
39095010002,1
39099810900,1
39099811001,1
39099811002,1
39099811902,1
39099812001,1
39099812002,1
39099812101,1
39099812102,1
39099812400,1
39099812500,1
39099813501,1
39099813502,1
39099813601,1
39099813602,1
39099814100,1
39103417300,1
39105964300,1
39105964500,1
39105964600,1
39111966600,1
39111966700,1
39111966800,1
39111966900,1
39113050301,1
39113050302,1
39113050402,1
39113050502,1
39113050600,1
39113060100,1
39113060200,1
39113070101,1
39113070201,1
39113140100,1
39113150100,1
39113165000,1
39115968800,1
39115968900,1
39115969000,1
39115969100,1
39119911000,1
39119911100,1
39119911601,1
39119911900,1
39119912600,1
39119912700,1
39119912800,1
39121968300,1
39121968401,1
39121968500,1
39127965902,1
39127966000,1
39127966100,1
39127966200,1
39127966301,1
39127966302,1
39129021101,1
39129021201,1
39129021202,1
39129021403,1
39129021404,1
39129021500,1
39139002500,1
39139002600,1
39139002700,1
39139002800,1
39145002600,1
39145002700,1
39145002800,1
39151700200,1
39151700400,1
39151700701,1
39151700702,1
39151711700,1
39151712102,1
39151712201,1
39151712202,1
39151712300,1
39151712400,1
39151712700,1
39151712800,1
39151712900,1
39151713000,1
39151713201,1
39151714801,1
39151714802,1
39151714901,1
39151714902,1
39155932500,1
39155932600,1
39155932802,1
39155933301,1
39155933302,1
39155933900,1
39157020100,1
39157020200,1
39157020300,1
39157020400,1
39157020500,1
39157020600,1
39157020700,1
39157020900,1
39157021000,1
39157021100,1
39157021200,1
39157021300,1
39157021400,1
39157021501,1
39157021502,1
39157021503,1
39157021600,1
39157021700,1
39157021800,1
39157021900,1
39157022001,1
39157022002,1
39163953200,1
39165030101,1
39165030102,1
39165030501,1
39167020201,1
39167020300,1
39167020400,1
39167020500,1
39167021100,1
39167021201,1
39167021202,1
39167021300,1
39167021500,1
39167021600,1
39167021700,1
39169001700,1
39169002500,1
39169002902,1
39169003000,1
39169003400,1
39169003500,1
40035373100,1
40035373200,1
40035373300,1
40035373400,1
40035373500,1
40061279100,1
40061279300,1
40061279400,1
40065968100,1
40065968300,1
40077087100,1
40077087200,1
40077087300,1
40079040299,1
40079040301,1
40079040302,1
40079040303,1
40079040401,1
40079040402,1
40079040500,1
40079040601,1
40079040602,1
40079040700,1
40097040700,1
40097040801,1
40105172100,1
40105172200,1
40105172300,1
40105172400,1
40115574100,1
40115574700,1
40115574800,1
40131050301,1
40131050304,1
40131050403,1
40131050702,1
40131050801,1
40131050802,1
40141070100,1
40143005404,1
40147001000,1
40147001100,1
40147001200,1
40147001300,1
41021960100,1
41049970101,1
41049970102,1
41049970200,1
42003405000,1
42003415001,1
42003415002,1
42003416000,1
42003417100,1
42003417200,1
42003418000,1
42003419000,1
42003421100,1
42003422000,1
42003451300,1
42003452000,1
42003453003,1
42003453004,1
42003455000,1
42003456001,1
42003456003,1
42003457100,1
42003457200,1
42003458001,1
42003458002,1
42003459101,1
42003459102,1
42003459201,1
42003460001,1
42003460002,1
42003468800,1
42003470300,1
42003470400,1
42003470600,1
42003471000,1
42003475304,1
42003475401,1
42003475402,1
42003480101,1
42003480102,1
42003489001,1
42003489002,1
42003490002,1
42003490003,1
42003490004,1
42003491101,1
42003491200,1
42003494000,1
42003495000,1
42003496101,1
42003496102,1
42003496200,1
42003525200,1
42003525300,1
42003526101,1
42003526102,1
42003526201,1
42003526202,1
42003526301,1
42003564000,1
42003564500,1
42005950100,1
42005950200,1
42005950300,1
42005950400,1
42005950500,1
42005950600,1
42005950700,1
42005950800,1
42005950900,1
42005951000,1
42005951100,1
42005951200,1
42005951300,1
42005951400,1
42005951500,1
42005951600,1
42005951700,1
42007600601,1
42007600602,1
42007602300,1
42007602400,1
42007602500,1
42007602701,1
42007602702,1
42007602800,1
42007602900,1
42007603000,1
42007603202,1
42007603300,1
42007603400,1
42007605002,1
42007605300,1
42007605500,1
42009960100,1
42009960200,1
42009960300,1
42009960400,1
42009960500,1
42009960600,1
42009960900,1
42009961001,1
42009961100,1
42011002002,1
42011002100,1
42011002200,1
42011002900,1
42011010100,1
42011011300,1
42011011601,1
42011011602,1
42011011603,1
42011011702,1
42011011704,1
42011011705,1
42011012003,1
42011012200,1
42013010101,1
42013010102,1
42013010103,1
42013010403,1
42013010404,1
42013010500,1
42013010701,1
42013010702,1
42013010800,1
42013011001,1
42013011300,1
42013011600,1
42013100700,1
42013100800,1
42013100900,1
42013101700,1
42013101800,1
42015951200,1
42015951300,1
42017980000,1
42019902600,1
42019902900,1
42019903100,1
42019910100,1
42019910200,1
42019910301,1
42019910302,1
42019910600,1
42019910700,1
42019910800,1
42019911000,1
42019911200,1
42019911300,1
42019911400,1
42019911501,1
42019911600,1
42021000100,1
42021000300,1
42021000500,1
42021010100,1
42021010200,1
42021010300,1
42021010500,1
42021010700,1
42021010801,1
42021011100,1
42021011400,1
42021011500,1
42021011600,1
42021011700,1
42021011800,1
42021011900,1
42021012000,1
42021012100,1
42021012200,1
42021012300,1
42021012400,1
42021012500,1
42021012600,1
42021012700,1
42021012800,1
42021012900,1
42021013000,1
42021013100,1
42021013200,1
42021013300,1
42021013400,1
42021013500,1
42021013600,1
42021013700,1
42023960100,1
42023960200,1
42025020102,1
42025020106,1
42025020201,1
42025020202,1
42025020301,1
42025020302,1
42025020400,1
42025020501,1
42027010100,1
42027010200,1
42027010300,1
42027010400,1
42027010500,1
42027010600,1
42027011504,1
42027011600,1
42027012100,1
42027012200,1
42027012300,1
42027012400,1
42027012500,1
42029300502,1
42029300600,1
42029300800,1
42029301001,1
42029301002,1
42029301100,1
42029311000,1
42031160101,1
42031160103,1
42031160104,1
42031160201,1
42031160202,1
42031160300,1
42031160400,1
42031160500,1
42031160600,1
42031160701,1
42031160702,1
42031160800,1
42031160900,1
42033330100,1
42033330200,1
42033330300,1
42033330400,1
42033330500,1
42033330600,1
42033330700,1
42033330800,1
42033330900,1
42033331000,1
42033331100,1
42033331200,1
42033331300,1
42033331401,1
42033331402,1
42033331500,1
42033331600,1
42033331700,1
42033331800,1
42033331900,1
42035030100,1
42035030200,1
42035030300,1
42035030500,1
42035030800,1
42037050200,1
42037050300,1
42037051300,1
42037051400,1
42037051500,1
42043024700,1
42043024801,1
42043024900,1
42043025000,1
42043025100,1
42043025200,1
42043025300,1
42045404102,1
42045404103,1
42045404300,1
42045404800,1
42045406500,1
42045406600,1
42045410700,1
42047950100,1
42047950200,1
42047950900,1
42047951000,1
42047951100,1
42047951200,1
42047951300,1
42051260200,1
42051260300,1
42051260402,1
42051260500,1
42051260600,1
42051260900,1
42051261000,1
42051261100,1
42051261300,1
42051261401,1
42051261402,1
42051261500,1
42051261600,1
42051261700,1
42051261900,1
42051262000,1
42051262100,1
42051262200,1
42051262400,1
42051262500,1
42051262600,1
42051262701,1
42051262702,1
42051262800,1
42051262900,1
42051263000,1
42051263100,1
42051263200,1
42051263300,1
42053530100,1
42057960200,1
42059970101,1
42059970102,1
42059970200,1
42059970300,1
42059970400,1
42059970501,1
42059970502,1
42059970600,1
42059970700,1
42059970800,1
42061950200,1
42061950600,1
42061950800,1
42061951200,1
42061951300,1
42063960100,1
42063960200,1
42063960300,1
42063960400,1
42063960500,1
42063960600,1
42063960700,1
42063960800,1
42063960900,1
42063961000,1
42063961102,1
42063961103,1
42063961104,1
42063961200,1
42063961300,1
42063961400,1
42063961500,1
42063961600,1
42063961700,1
42063961800,1
42063961900,1
42063962000,1
42063962100,1
42063962200,1
42065950100,1
42065950200,1
42065950300,1
42065950400,1
42065950500,1
42065950600,1
42065950700,1
42065950800,1
42065950900,1
42065951000,1
42065951100,1
42069101800,1
42069101900,1
42069102100,1
42069102200,1
42069102300,1
42069103000,1
42069103100,1
42069111200,1
42069111300,1
42069111400,1
42069111500,1
42069111700,1
42069111801,1
42069111802,1
42069112400,1
42069112500,1
42069112600,1
42069112700,1
42069112800,1
42069112901,1
42073001000,1
42073010201,1
42073010400,1
42073010500,1
42073010600,1
42073011100,1
42073011200,1
42073011300,1
42073011400,1
42073011500,1
42075002000,1
42075002100,1
42079210100,1
42079210200,1
42079210300,1
42079210400,1
42079210500,1
42079210600,1
42079210700,1
42079210800,1
42079211101,1
42079211102,1
42079211302,1
42079211701,1
42079211702,1
42079211900,1
42079213900,1
42079215400,1
42079215600,1
42079215701,1
42079215702,1
42079215800,1
42079216200,1
42079216400,1
42079216501,1
42079216502,1
42079216601,1
42079216602,1
42079216700,1
42079216800,1
42079216900,1
42079217001,1
42079217002,1
42079217100,1
42079217200,1
42079217300,1
42079217700,1
42079217800,1
42079217900,1
42081010600,1
42081010800,1
42083420700,1
42083420800,1
42083420900,1
42085031200,1
42085031300,1
42085032300,1
42085032401,1
42085032403,1
42085032502,1
42085032503,1
42085032504,1
42085032505,1
42085032601,1
42085032602,1
42085032702,1
42085033100,1
42091206105,1
42091206106,1
42093050100,1
42093050400,1
42095015300,1
42095015400,1
42095018200,1
42095018300,1
42097080100,1
42097080400,1
42097080500,1
42097080800,1
42097080900,1
42097081000,1
42097081100,1
42097081200,1
42097081300,1
42097081400,1
42097081500,1
42097081600,1
42097081700,1
42097081800,1
42097081900,1
42097082300,1
42097082400,1
42105950402,1
42107000100,1
42107000200,1
42107000300,1
42107000400,1
42107000500,1
42107000601,1
42107000602,1
42107000700,1
42107000800,1
42107000901,1
42107000902,1
42107001000,1
42107001100,1
42107001200,1
42107001300,1
42107001400,1
42107001500,1
42107001600,1
42107001700,1
42107001800,1
42107001902,1
42107002000,1
42107002100,1
42107002200,1
42107002300,1
42107002400,1
42107002500,1
42107002600,1
42107002700,1
42107002800,1
42107002900,1
42107003000,1
42107003200,1
42107003400,1
42107003500,1
42107003600,1
42107003700,1
42107003800,1
42107003900,1
42109070100,1
42109070200,1
42109070701,1
42111020101,1
42111020102,1
42111020200,1
42111020300,1
42111020400,1
42111020500,1
42111020601,1
42111020602,1
42111020700,1
42111020801,1
42111020802,1
42111020900,1
42111021000,1
42111021100,1
42111021200,1
42111021300,1
42111021400,1
42111021500,1
42111021600,1
42111021700,1
42111021800,1
42111021902,1
42111021903,1
42111021904,1
42113960101,1
42113960102,1
42113960201,1
42119090400,1
42121200201,1
42121200202,1
42121201100,1
42121201200,1
42121201300,1
42121201400,1
42121201500,1
42125711000,1
42125712700,1
42125713700,1
42125714000,1
42125715700,1
42125721000,1
42125722700,1
42125741100,1
42125745200,1
42125746301,1
42125746302,1
42125755200,1
42125755700,1
42125761000,1
42125762000,1
42125763700,1
42125764000,1
42125771100,1
42125771200,1
42125772700,1
42125773100,1
42125773200,1
42125774700,1
42125781700,1
42125795700,1
42125795900,1
42125796000,1
42129801200,1
42129801600,1
42129801701,1
42129801702,1
42129801703,1
42129801801,1
42129801802,1
42129801901,1
42129801902,1
42129802001,1
42129802003,1
42129802004,1
42129802101,1
42129802400,1
42129803302,1
42129803400,1
42129803501,1
42129803800,1
42129804400,1
42129804501,1
42129804503,1
42129804504,1
42129804600,1
42129804701,1
42129804705,1
42129804706,1
42129804901,1
42129804902,1
42129805000,1
42129805100,1
42129805800,1
42129805901,1
42129805903,1
42129805904,1
42129806000,1
42129806100,1
42129806200,1
42129806500,1
42129806600,1
42129806700,1
42129806900,1
42129807000,1
42129807100,1
42129807201,1
42129807202,1
42129807300,1
42129807401,1
42129807403,1
42129807404,1
42129807500,1
42129807600,1
42129807800,1
42129807901,1
42129807902,1
42129808100,1
42129808200,1
42129808300,1
42129808401,1
42129808402,1
42129808600,1
42133020522,1
42133020523,1
42133020524,1
42133021712,1
44005990000,1
45003021902,1
45003022001,1
45003022004,1
45003022100,1
45003980100,1
45007010403,1
45007010405,1
45007010406,1
45007011203,1
45007011204,1
45007011302,1
45007011401,1
45007011402,1
45011970102,1
45011980100,1
45015020101,1
45015020201,1
45015020202,1
45015020301,1
45015020303,1
45015020304,1
45015020401,1
45015020503,1
45015020504,1
45015020506,1
45021970101,1
45021970203,1
45021970204,1
45021970401,1
45025950701,1
45025950800,1
45029970100,1
45029970200,1
45029970301,1
45029970401,1
45029970402,1
45029970502,1
45029970601,1
45029970702,1
45031010100,1
45031010200,1
45031010300,1
45031010400,1
45031010600,1
45031010902,1
45035010100,1
45045003202,1
45045003301,1
45051060101,1
45051060403,1
45051070200,1
45051070300,1
45051070400,1
45051070500,1
45051070701,1
45051070702,1
45053950100,1
45053950301,1
45053950302,1
46033965100,1
46081966601,1
46093020200,1
46093020302,1
46093020303,1
46093020500,1
46103010202,1
46103010300,1
46103010400,1
46103010906,1
46103010908,1
46103011200,1
46103011300,1
46103011400,1
46103011700,1
46103011800,1
47001020400,1
47001020700,1
47001020800,1
47001020901,1
47001021001,1
47001021002,1
47001021100,1
47001021201,1
47005963100,1
47005963200,1
47005963400,1
47007953000,1
47007953101,1
47007953102,1
47007953200,1
47013950100,1
47013950200,1
47013950300,1
47013950400,1
47013950500,1
47013950601,1
47013950701,1
47013950800,1
47013951100,1
47025970200,1
47025970300,1
47025970400,1
47025970500,1
47025970600,1
47035970101,1
47035970104,1
47035970201,1
47035970603,1
47035970702,1
47035970800,1
47037014400,1
47037016400,1
47037016500,1
47037016600,1
47037016800,1
47037019501,1
47049965000,1
47049965100,1
47049965201,1
47049965202,1
47049965300,1
47051960600,1
47051960700,1
47059091200,1
47059091300,1
47059091400,1
47061955000,1
47061955200,1
47061955300,1
47063101000,1
47073050100,1
47073050200,1
47073050301,1
47073050302,1
47073050400,1
47073050700,1
47073050800,1
47073050900,1
47085130200,1
47085130300,1
47085130400,1
47085130500,1
47115050102,1
47115050203,1
47115050302,1
47121960100,1
47121960200,1
47129110100,1
47129110200,1
47129110300,1
47129110400,1
47129110500,1
47143975000,1
47143975100,1
47143975200,1
47145030500,1
47145030802,1
47145030900,1
47151975000,1
47151975101,1
47151975102,1
47151975200,1
47151975300,1
47151975400,1
47153060102,1
47153060103,1
47153060104,1
47157004300,1
47157005300,1
47157011700,1
47157022210,1
47157022220,1
47157980200,1
47157980300,1
47173040300,1
47175925000,1
47177930900,1
48001950402,1
48001951100,1
48009020200,1
48023950302,1
48041000106,1
48041002010,1
48041002016,1
48063950101,1
48063950102,1
48127950202,1
48127950400,1
48131950200,1
48131950500,1
48145000800,1
48155950100,1
48159950101,1
48159950102,1
48159950300,1
48161000101,1
48161000102,1
48161000200,1
48161000300,1
48161000600,1
48161000900,1
48183000201,1
48183001100,1
48183001400,1
48183001500,1
48183010501,1
48183010502,1
48185180202,1
48185180302,1
48185180303,1
48185180304,1
48197950100,1
48203020103,1
48203020104,1
48203020106,1
48203020301,1
48203020401,1
48203020402,1
48203020501,1
48203020502,1
48203020603,1
48203020604,1
48203020605,1
48203020606,1
48213950902,1
48271950100,1
48283950302,1
48287000100,1
48293970800,1
48311950100,1
48313000200,1
48313000300,1
48323950207,1
48323950500,1
48323950701,1
48323950702,1
48331950100,1
48331950300,1
48331950800,1
48343950100,1
48343950200,1
48349970600,1
48365950100,1
48365950200,1
48365950300,1
48365950500,1
48395960100,1
48395960200,1
48395960300,1
48401950101,1
48401950102,1
48401950501,1
48401950502,1
48401950600,1
48401950700,1
48401950800,1
48401950900,1
48401951000,1
48401951100,1
48449950100,1
48449950200,1
48449950301,1
48449950302,1
48449950400,1
48449950500,1
48449950800,1
48479001710,1
48479001711,1
48479001714,1
48479001726,1
48479001727,1
48479001815,1
48479001816,1
48485013700,1
48485013800,1
48487950300,1
48487950500,1
48487950600,1
48487950700,1
48491020900,1
48491021300,1
49007000100,1
49007000200,1
49007000300,1
49007000500,1
49007000600,1
49009960100,1
49013940300,1
49013940600,1
49015976200,1
49015976300,1
49015976500,1
49017000300,1
49017000400,1
49019000302,1
49021110100,1
49021110602,1
49025130100,1
49025130200,1
49035113105,1
49035113526,1
49035113540,1
49035113541,1
49035113542,1
49035113545,1
49035113905,1
49035113906,1
49035113908,1
49035113909,1
49035114303,1
49037942100,1
49037978100,1
49037978200,1
49039972101,1
49039972102,1
49039972500,1
49041975100,1
49041975200,1
49045130701,1
49047940201,1
49047968201,1
49049010900,1
49053270102,1
49055979100,1
51005080201,1
51005080202,1
51005080301,1
51005080302,1
51015070500,1
51015071201,1
51015071202,1
51017920102,1
51021040100,1
51025930302,1
51027010100,1
51027010200,1
51027010300,1
51027010400,1
51027010500,1
51027010600,1
51027010700,1
51036600100,1
51041100300,1
51041100403,1
51041100404,1
51041100407,1
51041100409,1
51041100505,1
51041100509,1
51041100510,1
51051040100,1
51051040200,1
51051040300,1
51051040400,1
51071930200,1
51071930300,1
51071930400,1
51073100500,1
51087201601,1
51087201602,1
51089010500,1
51099040301,1
51099040302,1
51099040400,1
51105950100,1
51105950200,1
51105950301,1
51105950500,1
51105950600,1
51107610300,1
51107610503,1
51107610507,1
51107611002,1
51107611009,1
51107611010,1
51107611101,1
51107611102,1
51107611202,1
51107611206,1
51107611208,1
51117930103,1
51117930104,1
51117930300,1
51117930600,1
51117930700,1
51117930800,1
51143011100,1
51149850302,1
51167030100,1
51167030201,1
51167030202,1
51167030300,1
51167030402,1
51167030403,1
51167030404,1
51167030500,1
51167030600,1
51169030200,1
51169030300,1
51169030400,1
51179010106,1
51179010503,1
51179010504,1
51185020100,1
51185020301,1
51185020302,1
51185020400,1
51185020500,1
51185020600,1
51185020800,1
51185020900,1
51185021000,1
51185021101,1
51195930700,1
51195930800,1
51195930900,1
51195931000,1
51195931100,1
51195931200,1
51195931300,1
51195931400,1
51195931500,1
51195931600,1
51195931700,1
51199050303,1
51199050306,1
51199050401,1
51199050402,1
51199050500,1
51199990100,1
51510201601,1
51510201602,1
51510201802,1
51510201803,1
51510201805,1
51510980000,1
51550020200,1
51550020300,1
51550020400,1
51550020500,1
51550020600,1
51550020903,1
51550020910,1
51550021301,1
51550021304,1
51550021401,1
51550021402,1
51550021403,1
51550021405,1
51580060100,1
51580060200,1
51650011100,1
51670820100,1
51670820300,1
51670820700,1
51670980100,1
51700030100,1
51710000902,1
51710002400,1
51710980100,1
51720960100,1
51740210200,1
51740210300,1
51740210400,1
51740213001,1
51740213002,1
51740213103,1
51740213104,1
51760060800,1
51760060900,1
51760070901,1
51800075106,1
51820003100,1
51820003200,1
51820003300,1
51820003400,1
51820003500,1
53005011600,1
53033031202,1
53033031204,1
53033031501,1
53033031603,1
53033031604,1
53033031605,1
53033032003,1
53033032010,1
53033032011,1
53039950101,1
53041970400,1
53041970700,1
53041970800,1
53041971000,1
53041971100,1
53041971200,1
53041971300,1
53041971400,1
53041971800,1
53067012531,1
53067012620,1
54001965500,1
54001965600,1
54001965700,1
54001965800,1
54003971101,1
54003971103,1
54005958200,1
54005958300,1
54005958400,1
54005958501,1
54005958502,1
54005958600,1
54005958700,1
54005958800,1
54007967900,1
54007968000,1
54007968100,1
54009031102,1
54009031103,1
54009031104,1
54009031200,1
54009031401,1
54009031402,1
54009031600,1
54009031700,1
54011010500,1
54013962600,1
54013962700,1
54015957900,1
54015958000,1
54015958100,1
54017965000,1
54019020101,1
54019020102,1
54019020201,1
54019020202,1
54019020400,1
54019020500,1
54019020600,1
54019020700,1
54019020800,1
54019020900,1
54019021000,1
54019021100,1
54021967701,1
54021967800,1
54021980000,1
54023969400,1
54023969500,1
54025950102,1
54025950200,1
54025950300,1
54025950401,1
54025950402,1
54025950500,1
54025950600,1
54025950701,1
54025950702,1
54027968401,1
54029020600,1
54029020700,1
54029020900,1
54029021100,1
54029021200,1
54029021300,1
54029021400,1
54029021500,1
54031970102,1
54031970300,1
54033030300,1
54033030501,1
54033030502,1
54033030601,1
54033030603,1
54033030604,1
54033030700,1
54033030801,1
54033030802,1
54033031000,1
54033031100,1
54033031200,1
54033031300,1
54033031400,1
54033031500,1
54033031600,1
54033031700,1
54033031800,1
54033031900,1
54033032000,1
54033032103,1
54033032104,1
54035963400,1
54039001100,1
54039001700,1
54039001800,1
54039010100,1
54039010200,1
54039010300,1
54039010400,1
54039010500,1
54039010602,1
54039011000,1
54039011200,1
54039011301,1
54039011302,1
54039011401,1
54039011402,1
54039011500,1
54039011800,1
54039012100,1
54039012200,1
54039012301,1
54039012302,1
54039013200,1
54039013400,1
54039013500,1
54039013701,1
54041967200,1
54041967300,1
54041967400,1
54041967500,1
54041967600,1
54043955401,1
54043955402,1
54043955500,1
54043955600,1
54043955700,1
54043955800,1
54045956102,1
54045956103,1
54045956104,1
54045956200,1
54045956400,1
54045956500,1
54045956600,1
54045956700,1
54045956800,1
54045956900,1
54047953600,1
54047953800,1
54047953900,1
54047954000,1
54047954200,1
54047954501,1
54047954503,1
54047954504,1
54049020200,1
54049020300,1
54049020400,1
54049020600,1
54049020700,1
54049020900,1
54049021001,1
54049021002,1
54049021201,1
54049021202,1
54049021300,1
54049021400,1
54049021500,1
54049021601,1
54049021602,1
54049021700,1
54049021800,1
54051020200,1
54051020702,1
54051020800,1
54051020900,1
54051021001,1
54051021002,1
54053954801,1
54053954802,1
54053954901,1
54053954902,1
54055000900,1
54055001000,1
54055001100,1
54055001500,1
54055001600,1
54055001700,1
54055001800,1
54055002400,1
54057010400,1
54057010500,1
54057010600,1
54057010700,1
54059957100,1
54059957200,1
54059957300,1
54059957400,1
54059957500,1
54059957600,1
54059957700,1
54061010101,1
54061010103,1
54061010104,1
54061010202,1
54061010203,1
54061010204,1
54061010400,1
54061010601,1
54061010602,1
54061010700,1
54061010901,1
54061011000,1
54061011100,1
54061011200,1
54061011300,1
54061011400,1
54061011500,1
54061011601,1
54061011602,1
54061011700,1
54061011803,1
54061011804,1
54061011805,1
54061011806,1
54061011900,1
54061012000,1
54063950300,1
54067950100,1
54067950201,1
54067950202,1
54067950300,1
54067950400,1
54067950500,1
54067950600,1
54067950700,1
54069000200,1
54069000300,1
54069000400,1
54069000500,1
54069000600,1
54069000700,1
54069001400,1
54069001500,1
54069001600,1
54069001700,1
54069001800,1
54069002000,1
54069002100,1
54069002600,1
54069002700,1
54071970400,1
54073962100,1
54073962200,1
54075960102,1
54075960201,1
54075960300,1
54077963801,1
54077963802,1
54077963900,1
54077964000,1
54077964101,1
54077964102,1
54077964103,1
54077964200,1
54077964300,1
54077964400,1
54077964500,1
54079020700,1
54081000300,1
54081000500,1
54081000600,1
54081000700,1
54081000802,1
54081000804,1
54081000900,1
54081001001,1
54081001002,1
54081001100,1
54081001200,1
54081001300,1
54081001400,1
54081001500,1
54083965900,1
54083966000,1
54083966200,1
54083966300,1
54083966400,1
54083966500,1
54085962300,1
54085962400,1
54085962500,1
54089000500,1
54089000600,1
54089000800,1
54091964600,1
54091964700,1
54091964800,1
54091964900,1
54093965200,1
54093965300,1
54093965400,1
54097966600,1
54097966700,1
54097966800,1
54097966900,1
54097967000,1
54097967100,1
