GEOID,keep
54099020500,1
54099020600,1
54099020700,1
54099020800,1
54099020900,1
54099021000,1
54101970101,1
54101970102,1
54101970200,1
54101970300,1
54103004900,1
54103030400,1
54103030500,1
54103030700,1
54107010101,1
54107010200,1
54107010400,1
54107010601,1
54107010602,1
54109002800,1
54109002901,1
54109002902,1
54109003000,1
54109003100,1
54109003200,1
55009000100,1
55009000200,1
55009000500,1
55009000700,1
55009000800,1
55009000900,1
55009001000,1
55009001802,1
55009020502,1
55009020800,1
55009020900,1
55009021303,1
55011960100,1
55011960300,1
55011960400,1
55015020308,1
55023960200,1
55025001706,1
55025001707,1
55025001802,1
55025001804,1
55025001901,1
55025001902,1
55025002100,1
55025991703,1
55043960300,1
55043960400,1
55043960500,1
55043960600,1
55043960700,1
55043960800,1
55043961100,1
55043961200,1
55059001402,1
55059002500,1
55059002603,1
55059002604,1
55059002605,1
55059002606,1
55059002700,1
55063010700,1
55073001000,1
55073001103,1
55073001104,1
55073001105,1
55073001106,1
55073001203,1
55073001204,1
55073001300,1
55073001600,1
55073001700,1
55075961300,1
55075961400,1
55075961500,1
55079012800,1
55079090300,1
55079090600,1
55079090700,1
55079091200,1
55079091300,1
55079185300,1
55091950100,1
55091950200,1
55097960200,1
55097960701,1
55097960702,1
55097960800,1
55097960900,1
55097961000,1
55097961101,1
55097961102,1
55117000800,1
55117001000,1
55117001100,1
55117010800,1
55117990000,1
55123960500,1
55123960600,1
55123960700,1
55133200901,1
55133201002,1
55139002401,1
55139002800,1
55139002900,1
55139003000,1
55139003100,1
55139003400,1
56001963900,1
56003962600,1
56003962700,1
56003962800,1
56005000101,1
56005000102,1
56005000103,1
56005000200,1
56005000300,1
56005000400,1
56005000500,1
56005000600,1
56005000701,1
56005000702,1
56007967600,1
56007968000,1
56007968100,1
56009956600,1
56011950200,1
56011950300,1
56013000302,1
56013000400,1
56013940100,1
56013940201,1
56017967800,1
56017967900,1
56019955100,1
56025001801,1
56025001802,1
56027957200,1
56029965302,1
56033000100,1
56033000200,1
56033000300,1
56033000400,1
56033000501,1
56033000502,1
56033000600,1
56037970800,1
56037970902,1
56037970903,1
56037970904,1
56037971000,1
56037971100,1
56037971200,1
56037971600,1
56043000200,1
56045951100,1
56045951300,1
26045020102,1
26045020103,1
26045020201,1
26045020202,1
26045020302,1
26045020303,1
26045020305,1
26045020306,1
26045021401,1
34033020300,1
34033020400,1
34033020500,1
34033020600,1
34033020700,1
34033021300,1
34033021400,1
34033021500,1
48029131401,1
48029131402,1
48029131801,1
48029131802,1
48029141700,1
48029141800,1
48029141900,1
48223950200,1
48223950301,1
48223950302,1
48223950401,1
48223950402,1
48223950500,1
48223950600,1
48223950700,1
48223950800,1
48401950200,1
48493000103,1
48493000201,1
48493000405,1
48493000406,1
01049960101,1
01049960301,1
01049960303,1
01049960401,1
01049960402,1
01049960500,1
01049960900,1
01049961100,1
01049961200,1
01049961400,1
01111000200,1
02090001501,1
02090001700,1
02090001902,1
02090980100,1
08077001302,1
08077001303,1
08077001402,1
08077001403,1
08077001404,1
08077001504,1
12019031500,1
12107950100,1
12107950202,1
12107950600,1
12107950700,1
12107951000,1
12109990100,1
13045910900,1
13045911202,1
13149970100,1
13149970200,1
13149970300,1
17019010800,1
17029000100,1
17041952000,1
17041952100,1
17041952400,1
17045070100,1
17045070200,1
17057952800,1
17057953000,1
17095000100,1
17095000200,1
17095001200,1
17095001400,1
17095001600,1
17117956000,1
17117956100,1
17117956200,1
17117956300,1
17135957500,1
17143003800,1
17143003900,1
17143004000,1
17167003300,1
17167003400,1
17167003500,1
17183010600,1
17183010701,1
17183010900,1
17183011000,1
17183011100,1
18129040300,1
18163010404,1
18163010406,1
18163010502,1
18173030703,1
18173030707,1
18173030709,1
21043960200,1
21043960400,1
21089040700,1
21125971003,1
21135930100,1
21135930400,1
21235920100,1
27141030201,1
27141030202,1
27141030302,1
27141030406,1
27141030407,1
27141030408,1
27141030410,1
27171100203,1
27171100205,1
27171100300,1
39105964100,1
40097040300,1
40097040400,1
40097040501,1
40097040502,1
40131050501,1
40145030201,1
40145030300,1
42003010302,1
42003020100,1
42003020300,1
42003030500,1
42003040200,1
42003050100,1
42003050900,1
42003051100,1
42051260100,1
42051262300,1
42067070400,1
42097080700,1
42097082000,1
42097082100,1
42097082200,1
42099030100,1
42109070600,1
42125731000,1
42125751100,1
42129807700,1
47001020201,1
47001021303,1
47001021304,1
47093005908,1
47093006003,1
47093006103,1
48021950102,1
48051970202,1
48287000200,1
54035963200,1
54035963300,1
54049020100,1
54049020500,1
54049020800,1
56009956400,1
56009956500,1
56009956700,1
56025001401,1
56031959100,1
01009050105,1
01009050106,1
01009050107,1
01009050301,1
01009050302,1
01009050400,1
01009050501,1
01055011100,1
01059973300,1
01059973701,1
01073011205,1
01073011210,1
01073011709,1
01073011901,1
01079979900,1
01115040402,1
02020000101,1
02063000300,1
02066000100,1
02170000101,1
02170000102,1
02170000200,1
02170000300,1
02170001300,1
13083040200,1
16007950100,1
17027900602,1
17101880700,1
17101880900,1
17101881000,1
17101881100,1
17163503903,1
17163503906,1
17163504001,1
17163504356,1
17163504357,1
18083955300,1
19115450100,1
19115450200,1
19139050300,1
19139050400,1
19139050500,1
19139051000,1
21029020900,1
21093000100,1
21111012104,1
21111012107,1
24001000100,1
24001000200,1
24001000500,1
24001000600,1
24001000700,1
24001000800,1
24001002300,1
29099700700,1
29099700900,1
29099701002,1
29099701403,1
29099701404,1
29186960101,1
38007963100,1
38041964800,1
38087965000,1
38089963900,1
38089964000,1
39105964400,1
40061279200,1
40101001502,1
42051260700,1
42079217400,1
49033950100,1
49043964101,1
49043964104,1
49043964203,1
54027968302,1
54027968402,1
54057010100,1
54057010300,1
55079160202,1
55079160301,1
55079160302,1
55079990000,1
55101001501,1
55101001601,1
56013000301,1
56023978002,1
56023978200,1
56023978400,1
56035000101,1
56035000104,1
56037970500,1
56037970601,1
56037970700,1
56041975202,1
56041975301,1
56041975302,1
56041975401,1
56041975402,1
